length error percent_edge percent_planar mean_edge mean_planar
500 1.5916360258828772 0.9 0.0 464.782 0.0
500 0.7618151860827391 0.9 0.1 464.782 637.854
500 0.50762124855273 0.9 0.2 464.782 1276.182
500 0.5679142977383473 0.9 0.3 464.782 1914.42
500 0.5759873285076527 0.9 0.4 464.782 2552.77
500 0.6740507734887241 0.9 0.5 464.782 3191.222
500 0.6284944385195327 0.9 0.6 464.782 3829.34
500 0.4925125591192444 0.9 0.7 464.782 4467.62
500 0.47149599437856987 0.9 0.8 464.782 5105.928
500 0.5614981273698991 0.9 0.9 464.782 5744.186
500 0.4810626970993668 0.9 1.0 464.782 6382.93
500 2.0558353634234683 1.0 0.0 516.908 0.0
500 0.977313913755627 1.0 0.1 516.908 637.854
500 0.514279968991395 1.0 0.2 516.908 1276.182
500 0.548059998996447 1.0 0.3 516.908 1914.42
500 0.5735628877809995 1.0 0.4 516.908 2552.77
500 0.5655534095374378 1.0 0.5 516.908 3191.222
500 0.44782054849741637 1.0 0.6 516.908 3829.34
500 0.46240650425888763 1.0 0.7 516.908 4467.62
500 0.43582401685136246 1.0 0.8 516.908 5105.928
500 0.4505792895513515 1.0 0.9 516.908 5744.186
500 0.45952473670380933 1.0 1.0 516.908 6382.93
