length error percent_edge percent_planar mean_edge mean_planar
5000 16.755925253786433 0.3 0.7 238.6994 4211.5594
5000 16.251758142807596 0.3 0.8 238.6994 4813.3412
5000 11.949968584920708 0.3 0.9 238.6994 5415.0048
5000 13.023021677195485 0.3 1.0 238.6994 6017.1772
5000 110.37084714283168 0.4 0.0 318.461 0.0
5000 33.65877536331624 0.4 0.1 318.461 601.2686
5000 33.14774535281058 0.4 0.2 318.461 1203.0334
5000 31.0373629143879 0.4 0.3 318.461 1804.6976
5000 30.062583319487388 0.4 0.4 318.461 2406.4732
5000 24.310489697980746 0.4 0.5 318.461 3008.3348
5000 19.76691667856688 0.4 0.6 318.461 3609.9014
5000 15.377722520910867 0.4 0.7 318.461 4211.5594
5000 14.560384880078875 0.4 0.8 318.461 4813.3412
5000 14.627867997700838 0.4 0.9 318.461 5415.0048
5000 14.682865191788997 0.4 1.0 318.461 6017.1772
5000 143.16567350172886 0.5 0.0 398.3304 0.0
5000 29.06061699397658 0.5 0.1 398.3304 601.2686
5000 30.8624463908608 0.5 0.2 398.3304 1203.0334
5000 32.278581901951306 0.5 0.3 398.3304 1804.6976
5000 29.356547170965367 0.5 0.4 398.3304 2406.4732
5000 23.635221380307975 0.5 0.5 398.3304 3008.3348
5000 21.668734212874245 0.5 0.6 398.3304 3609.9014
5000 20.695026760904163 0.5 0.7 398.3304 4211.5594
5000 16.312622778258937 0.5 0.8 398.3304 4813.3412
5000 16.03324955802831 0.5 0.9 398.3304 5415.0048
5000 15.25751770772065 0.5 1.0 398.3304 6017.1772
5000 95.47374801624225 0.6 0.0 477.902 0.0
5000 27.583143981932587 0.6 0.1 477.902 601.2686
5000 29.307628945957415 0.6 0.2 477.902 1203.0334
5000 25.21929741898349 0.6 0.3 477.902 1804.6976
5000 26.77049251937377 0.6 0.4 477.902 2406.4732
5000 26.911201548571665 0.6 0.5 477.902 3008.3348
5000 21.859389466873846 0.6 0.6 477.902 3609.9014
5000 21.33773081689825 0.6 0.7 477.902 4211.5594
5000 19.505787732970433 0.6 0.8 477.902 4813.3412
5000 15.900322775492622 0.6 0.9 477.902 5415.0048
5000 16.128964840232776 0.6 1.0 477.902 6017.1772
5000 72.81094345437519 0.7 0.0 557.549 0.0
5000 34.3152264068233 0.7 0.1 557.549 601.2686
5000 27.903842759914085 0.7 0.2 557.549 1203.0334
5000 25.867598052350395 0.7 0.3 557.549 1804.6976
5000 25.704614478932605 0.7 0.4 557.549 2406.4732
5000 27.218277279403363 0.7 0.5 557.549 3008.3348
5000 21.570795983286697 0.7 0.6 557.549 3609.9014
5000 22.71900441532195 0.7 0.7 557.549 4211.5594
5000 19.31440831626365 0.7 0.8 557.549 4813.3412
5000 17.308925613055834 0.7 0.9 557.549 5415.0048
5000 17.25847229846392 0.7 1.0 557.549 6017.1772
5000 67.63054029207876 0.8 0.0 637.3322 0.0
5000 24.474857360453 0.8 0.1 637.3322 601.2686
5000 28.42236253912719 0.8 0.2 637.3322 1203.0334
5000 30.84337269356156 0.8 0.3 637.3322 1804.6976
5000 21.662478001860496 0.8 0.4 637.3322 2406.4732
5000 23.614196765772363 0.8 0.5 637.3322 3008.3348
5000 21.294028140147987 0.8 0.6 637.3322 3609.9014
5000 23.399327990842107 0.8 0.7 637.3322 4211.5594
5000 21.62968813295625 0.8 0.8 637.3322 4813.3412
5000 18.541563148180703 0.8 0.9 637.3322 5415.0048
5000 18.939889661662214 0.8 1.0 637.3322 6017.1772
5000 41.16716645566576 0.9 0.0 717.0056 0.0
5000 23.501311310022057 0.9 0.1 717.0056 601.2686
5000 26.430531668976887 0.9 0.2 717.0056 1203.0334
5000 28.23151202185105 0.9 0.3 717.0056 1804.6976
5000 25.425549565091163 0.9 0.4 717.0056 2406.4732
5000 26.318938202269266 0.9 0.5 717.0056 3008.3348
5000 23.44039987637876 0.9 0.6 717.0056 3609.9014
5000 23.2135689302696 0.9 0.7 717.0056 4211.5594
5000 20.630322707552196 0.9 0.8 717.0056 4813.3412
5000 20.291570977864218 0.9 0.9 717.0056 5415.0048
5000 18.63618807356588 0.9 1.0 717.0056 6017.1772
5000 46.69359645445248 1.0 0.0 797.1642 0.0
5000 18.463645710067787 1.0 0.1 797.1642 601.2686
5000 24.067291816435482 1.0 0.2 797.1642 1203.0334
5000 25.495359366466104 1.0 0.3 797.1642 1804.6976
5000 27.312147700609614 1.0 0.4 797.1642 2406.4732
5000 25.50543567642087 1.0 0.5 797.1642 3008.3348
5000 23.15825029405204 1.0 0.6 797.1642 3609.9014
5000 23.559197228284585 1.0 0.7 797.1642 4211.5594
5000 22.888558870154984 1.0 0.8 797.1642 4813.3412
5000 20.28414061683932 1.0 0.9 797.1642 5415.0048
5000 19.255042380305945 1.0 1.0 797.1642 6017.1772
